label,tweet,id
2,rt <username> russell brand mocks bill oreilly for proposing berlin wall against immigrants video <url> <url>,8157
1,rt <username> <username> <username> the only thing that cunt talked about was me crying about the traffic jam knows nothing abou & 8230,8158
1,i gotta get it while da gettin good my nigguh,8159
1,idgaf about you or ya mens ya bitch none of these bitches yall all can fuck off for all i care,8160
1,rt <username> if she has you know my name not my story in her bio you know she a hoe,8161
2,last thought before bed in 92 we had a mock election in 3rd grade and i voted for perot maybe i related to his really big ears idk,8162
1,rt <username> <username> youve been doing too much math homework hoe & 128514 & 128514,8163
2,<username> the yankees of football was the funniest part of your latest video sincerely all of pittsburgh,8164
1,you see these two pussies jason capuano nd jason cousins taking chit on the gram but aint about that & 8230 <url>,8165
1,<username> nope definitely retarded,8166
1,& 8220 <username> i never get on twitter but when i do i get in bitch fights with niggas not even females bruh & 8221 <url>,8167
1,yeswedid start building windturbines so fuckin big they can kill a whole flock of birds in one go & gt,8168
2,define wigga,8169
1,rt <username> <username> <username> ooh yea <username> getting all hoes,8170
0,so niggers really believe phelps just smokin on a regular huh tell me now & amp ill log off for the night,8171
1,<username> i had free tickets and couldnt go because i had chemistry aint that a bitch,8172
1,<username> <username> hahahahahahah hook nose faggot cant get pussy sucks at hockey nhl,8173
1,<username> pussy,8174
1,rt <username> you gotta be a really weak bitch to let somebodys tweets offend you especially if you never met the person,8175
1,so to this hoe tonight ol hating ass <url>,8176
1,rt <username> kobe thats why yo man want me hoe guy holding his face omgod kobeshia shut up & 128514 & 128514 & 128514 <url>,8177
1,rt <username> every frat should have gay brothers because they pull hella fine bitches to your parties sigma alpha epsilon,8178
1,rt <username> i swear i saw more then 3 bitches jump this girl & 128583,8179
1,rt <username> <username> beef bitch ur pussy smell like beef & 128169 & 128514 & 128514 & 128514,8180
2,rt <username> <username> <username> blessjesus amos 33 can two walk together unless they are agreed differentlevels & 8230,8181
1,rt <username> stop complaining about being single hoe we have bigger problems here rn like mcdonald & 8217s doesn & 8217t serve breakfast after & 8230,8182
1,<username> okay love you bitch,8183
1,this guy is 100 % retarded,8184
1,<username> we got a win my nicca lmao,8185
2,<username> when hollywood underwood took his shirt off and started screaming in the dark hah like a horror movie with the nips,8186
1,all dese yung niggaz pussy,8187
1,jackie peyton you are a fucking bitch omg i love you though damn thats the best shit you pulled,8188
1,<username> <username> <username> nope its a term used to mock teabagger scum like all three of you better luck next time pal,8189
1,rt <username> i googled her number and found she was a hoe,8190
1,rt <username> & 8220 <username> dats y i dont argue wit dese bitches lol & 8221 keep it brief trappa lls,8191
1,<username> 17 missed calls & 128544 & 128545das yo po bitch twitter finna be screamn freemoneymelle,8192
1,im watching youre next and this bitch just tried running outside and got her neck sliced,8193
2,the right for an english person to go about his business is more important than any suspicion of some rouge wog cop,8194
1,rt <username> instagram always be acting like a bitch bruh,8195
2,rt <username> fake friends are no different than shadows they stick around during your brightest moments but disappear during your darkest ho & 8230,8196
1,my po heart still beatin fast da way dat nigger scream into dat microphone i felt like i be at da welfare office and cut da line,8197
1,i chase bread over hoes cause i never met a dollar i aint like facts,8198
2,& 8220 <username> on the east coast theres colored hair everywhere this must be the sweetest wave ever & 8221 <username>,8199
1,boyfriends and brothers will drop off and pick up bitches from their fast food job as long as their promised a free meal,8200
2,charlie sheen,8201
2,went to an open house today & amp the place was trash ewww,8202
1,not associate but ya nicca,8203
1,if i ever ate your pussy before and you fucked over 3 niggas before that let me know right now because you owe me $ 100 you dirty bitch,8204
1,rt <username> nobody want no pussy 25 other niggas done had before,8205
1,no im not weezy bitch im wheezy from that chronic cough,8206
1,lol this girl makes fun of guys for having like light voices but im just like bitch your voice is like deeper than five men together wtf,8207
2,hear the birds on the summer breeze i drive fast,8208
1,<username> damn i just got called a hoe,8209
1,<username> & 128514 & 128514 im finna dm you the pic bruh these hoes funny,8210
1,this ma niggah <username> & 128076,8211
1,<username> i love louis ck quit bein a faggot and suck that dick,8212
1,if you know a guy has a newborn baby why the fuck are you trying to talk to him desperate ass hoe,8213
1,<username> be a pussy <url>,8214
1,thirsty bitches & lt & lt & lt & lt not attractive,8215
2,<username> its retarded ignore the harlem shake fad and hope it goes away soon,8216
0,<username> & 128514 & 128514 & 128514 youre a coon,8217
1,rt <username> lmaopoor pussy <url>,8218
1,rt <username> this is the life nigger,8219
1,<username> now kindly fuck off like you said you weretwice you sound like a little bitchbitching fuckin stalker,8220
1,so excited for this white trash bash party tonight & 128540 & 127867,8221
1,i fucked the shit out yo bitch yesterday til she couldnt stand straight she called me earlier asking could she come and get a replay,8222
1,<username> this shit sorry than a hoe,8223
1,when your nigga passes you a hoe <url>,8224
1,im beating bitch jay jay ass when i see this nigga i really ova here dead tho & 128557 & 128514 & 128128 & 128514 & 128079,8225
2,rt <username> on this usmnt day 2014 the yanks advanced out of the groupofdeath despite a 01 loss to ger,8226
2,<username> genius the politically correct term would be intellectually disabled its highly offensive to use the word retarded,8227
1,rt <username> & 8220 <username> df bruh <url> go wash the dishes in the sink then come upstairs and eat this pussy,8228
1,i was gunna eat the pussy but im on a diet,8229
1,& 128514 & 128514 & 8220 <username> of course cooders nudes are trash she lives in the dmv what did you expect & 128514 & 128514 & 128514 & 8221,8230
1,now thats how you let the beat build bitch thats my ish rt <username> as i hit the kill switch,8231
1,shoot dat nigga n his shordy bitch,8232
1,karma sure is a bitch lol,8233
1,im a bitch,8234
1,<username> fuck you bitch wheres my sleeve,8235
1,good thing my brother loves me more than all you bitches thoo he woke his ass up after working all night to drive me to school thats love,8236
1,fuck im such a bitch,8237
1,dude i work with is so pussy,8238
1,rt <username> irrelevant people talk so much shit like who the fuck are you bitch,8239
1,rt <username> i hate im my own wcw ass bitches & 58382,8240
2,this is why my mother isnt allowed to make brownies <url>,8241
1,shit is trash,8242
2,charlie parr mountain top music fest <url>,8243
2,shylock & amp wongs 3 incidents of democrat bigotry in 3 weeks media mum <url> via <username>,8244
1,kobe to dwight you a soft muthafucka and you a bitch ass nigga lmaooo,8245
1,its funny how females dont want to be called a bitch but if you put the word bad in front of it then theyre happy af,8246
2,if i ever committ a crime you can cite lvl as being the sole influence,8247
1,<username> <username> <username> you couldnt handle iowa pussy here kitty kitty kitty <url>,8248
1,rt <username> if i cut all my hoes off for u & amp we stop talkin you owe me some new hoes & 128530 fym,8249
1,its obvious the bitch is still immature and havent let go of the past yet just face it you fucked up a good thing,8250
2,theres a green bowl high a spliff high a j high a blunt high a moke high and a moke coffee high,8251
2,<username> trash smh game rigged bumgarner took roids,8252
1,nothing is too spicy and if it is 1 stop being a fucking bitch 2 eat more of it 3 cry you fucking pussy,8253
1,rt <username> & 8220 <username> thats fucked up when a bitch you fw down talk you then with hoes they claim they dont fw & 128080 funny & 8221 & 8252 & 65039 & 8252 & 65039 & 8230,8254
0,& 128514 & 8220 <username> racist all month fuck u honkey & 8221,8255
1,rt <username> & 8220 <username> lol this is why i dont fuck with so many bitches & 8221dont call her a bitch,8256
2,international police operation disrupts shylock banking trojan computerworld the guardianinternational poli <url>,8257
1,rt <username> when you finally see the white kid that called you nigger on call of duty & 128514 & 128557 & 128514 <url>,8258
1,& 8220 <username> j cole is trash ive been saying this for years fuck him & 8221 lol,8259
1,<username> hell idk who did but that pussy better be golden,8260
1,told her like its 90 degrees out this bitch and im walkin in jeans it was like 70 when we got there like apostles shit dont add up,8261
1,rt <username> gabbys a bitch & amp turned on my xbox with her nasty foot,8262
1,rt <username> dese bitches aint shit i get em high and feed em dick,8263
2,rt <username> oomfs teeth are quite yellow & 128514 & 128128 & 128128 <username>,8264
1,& 8220 <username> how you make a salad and have no vegetables on the bitch give me a break & 128514 & 128557 & 128514 & 128557 & 8221 potato salad,8265
2,i should start wearing beanies more,8266
1,<username> <username> ooo logan pulling bitches,8267
1,<username> your mouth your pussy your ass my dick and a sandwich after we fuck what kinda question is that,8268
1,<username> you better and ima let that bitch slide right now just be on standby & 128536 & 128514,8269
2,<username> only one current yankee sells only one current bosox sells only one player on each la team sells most teams have 0 yeah,8270
1,im the biggest pussy when it comes to scary stuff,8271
1,yo <username> u let that peckerwood skip get away with anything fuck u <username>,8272
1,bad bitch give good head dumb bitch get hood rich,8273
1,& 8220 <username> & 8220 <username> where the bitches at & 128064 & 8221 yeah where they at & 128064 & 8221 i dont know they probably at that party & 128553,8274
1,rt <username> i have not watched part 2 of the reunion im so over them hoes i dont even care,8275
1,rt <username> <username> <username> bitch no im talking to her,8276
1,rt <username> i havent had cable at my crib in a year i dont give a damn bout a tv show like hoes n hip hop,8277
1,damn change change niccas,8278
1,people who never use any hair product are unkept white trash douche bags,8279
1,rt <username> whos gassin these hoes bp & 128564,8280
1,i honestly dont understand why men love to bash the women that make them feel good she sucked my dick soooo goood she a ho __,8281
1,rt <username> she need a man not no pussy boy,8282
1,run that nigga you dont want that nigga but i need a bad bitch thats hotter than me,8283
2,<username> yall got the taxis right now and can i get the oreo 5s right now if possible,8284
2,when people really think im asian i get offended even though i make fun of my gook self,8285
1,<username> all of these bitches lying,8286
1,in two months tho hoe,8287
1,a tall tee n sum slouch shoes on i couldve fucc yo bitch,8288
1,cant even sleep in the fucking car because this mother fucker drives like a retard and pumps the breaks too hard,8289
1,always okay to bring your ho to the barbershop though they usually cool af,8290
1,rt <username> my hoes are your hoesbut my wife is all mine wisebrethrenwords,8291
1,rt <username> 20 bitches in the lobby its plenty bitches in the lobby,8292
1,<username> you is a hoe,8293
1,& 8220 <username> bitches saying ray rice got what he deserved but just a month ago wanted this man free & 128056 & 9749 & 65039 <url>,8294
1,i love when my friends let me use their phones to stalk the bitch that blocked me on facebook,8295
1,i mean if a bitch whilin out she gone get knocked tf out,8296
2,<username> guess whos eating cracker b without you,8297
1,<username> <username> thats fucking bitches for ya using that pus to hook u,8298
1,rt <username> chris brown a bitch because everyone talks about his relationship why come at two females charlemagne be saying the sam & 8230,8299
1,i use to wanna fuck that bitch but not no mo,8300
2,lmaoooo rt <username> girls dont let a guy treat you like a yellow starburst you are a pink starburst,8301
1,<username> <username> oh man its 5 am you off a molly ho where the fuck ya seed at fixed,8302
1,rt <username> & 8220 <username> some rt <username> niggas be so pressed for pussy & 8221 my bad yes some,8303
2,popcorn and candy for dinner i always knew charlie brown was my spirit animal,8304
1,<username> <username> bitches on my dick but look at me im fucking beautiful,8305
1,<username> i wonder if the girl that gave head to 24 boys for a drink in magaluf has twitter she probly sends nudes for fags,8306
1,i impress da young white girl next doe by taking out my giant negro thang and usin it to flip da hamburgers for da koolqueeftribute & 160,8307
1,& 8220 <username> i hate a bitch that like to argue n shyt & 8221,8308
1,a nicca got some crazy head last night & 128513 & 128513 & 128588 & 128588 & 128588 & 128515 & 128522 & 128540 & 128541,8309
1,rt <username> plz dont tell nobody bitch i know you got a manlol i aint gon tell nobody,8310
1,<username> <username> lol send dat nicca clean out talmbout some n what if he really is & 128514 & 128514 & 128514,8311
1,do yall remember when twitter took away <username> verified check after chris brown broke up with her lmao stupid bitch,8312
1,& 128514 & 128514 & 128514 rt <username> when a dyke get pregnant by mistake & gt & gt & gt & gt & gt,8313
1,this art shit lives forever bitch keep the change,8314
1,in order too want a real nigga you gotta be a real bitch & 128175 & 128076 & 128079,8315
1,& 8220 <username> now maam & 8220 <username> every jawn on here been tryna have they pussy cop a feel on dontes peen & 8221 & 8221 & 128563,8316
1,<username> besides ur imposter idol looks nothing like the word of god described the saviour of israel in revelations envious bitch,8317
0,only retards retweet fuckry,8318
1,rt <username> attention leggings aint for everybody especially you hippo looking hoes,8319
1,you have no friends bc nobody wants to be guilty by association hoe,8320
2,<username> just remember to keep the skirt dark colored it camouflages all that pan dimensional gore,8321
1,bruised ankle is a bitch,8322
1,now the bitch tryin to do vids too gurl sit cho ass down,8323
2,rt <username> gasoline daddy yankee & 128175 & 128076,8324
2,rt <username> teabagger math <url>,8325
1,& 8220 <username> trap keep me fly thats why i love him & 10084 <url> ayyyyy you got that hoe at forever 21 huh & 128526,8326
1,yall dont want a nigga unless other bitches want him but when you get him you get mad cuz those same bitches still want him & 128533,8327
2,<username> <username> <username> <username> ill give you a tip beware of the ugly birds who hide behind massive lensed sunnies,8328
1,ive eaten six packs of hello kitty fruit snacks today because i can bitch im an adult,8329
1,rt <username> bitches be like im a virgin <url>,8330
1,some ho hitting on my wife lol,8331
1,no i dont love these hoes and fuck these niggas fuckem,8332
1,this song may be for basic bitches but its such a mood boost,8333
2,540 am and still awake yay time to chug coffee and red bull for the foreseeable future and hopefully not pass out behind the wheel,8334
1,<username> <username> thats arabic for you one pussy gettin motha fucka,8335
0,<username> you had to throw in the faggot word smh smh smh,8336
1,<username> sup nappy headed hoe you got quiet,8337
1,<username> <username> this bitch sees that as not an attack because muslims are only 1 % no idea where he maths,8338
1,photo here some kimora boobies for you & 128139 & 128298 this is how unlock before i slice a bitch kimorablac <url>,8339
1,karma is a bitch and usually comes around and goes around right or do some people just always catch the lucky breaks,8340
1,<username> <username> not dykes or anything & 128111 & 128539 & 128109,8341
1,if youre a bad bitch put your hands up high every girl in the room starts waving there hands around,8342
1,bitch killa gone be dacing in that bitch cdfu,8343
1,music you make me sick bitch,8344
1,twitter let you know who every hoe is in every city and country,8345
1,gettin a lil midnight snack best poboys in town genes with my nigs <username> and nick_swag_is _504 <url>,8346
1,u lil stupid ass bitch i aint fucking wit youuuu & 8252 & 127911,8347
1,cause you know yall hoes play entirely too much,8348
1,rt <username> chicks would get tired of dr dre calling them a bitch and go listen to jodeci talk about how theyd give her their hous & 8230,8349
1,these bitches gotta realize that their nigga wants me & 128514 if he doesnt now he did several occasions before & 128564,8350
2,on the first day of school my backpack had no paper and no books all it had were 4 granola bars a brownie and a bag of cookies,8351
1,<username> bitch i dont even look like that keep talking and we going to fight,8352
1,if you aint ma bro you better watch yo bitch & 128514 & 128514 & 128514 & 128076 borrow yo hoe introduce ma pimp,8353
1,<username> hoe im at work til like 8,8354
2,this whole game ive been trying to figure out why the dutch are wearing yellow smh,8355
1,<username> shut up bitch,8356
1,ladies rt if your head game better than your pussy,8357
1,i wonder why girls can call eachotha bitches they cool with it but when a nigga call dem one mfas all out they body dontgetit,8358
1,& 128520 & 128525 & 128176 your my bffl i love you ya funcy bitch & 128514 i went finna be faded & amp shaded on ya c day & 128153 wedemgirlz & 128520 & 128526 & 128176 & 128526,8359
1,rt <username> bruh this bitch booty so flat that its muscular & 128128 & 128128 & 128128 <url>,8360
2,homemade soup is very good with vegetables on the side with crackers <url>,8361
1,and someone from my class is literally sitting across from me on the bus so i cant even call dad and bitch,8362
1,man bitches love beyonceno punch line,8363
1,ay yall heard that rich gang tape thou that bitch on flame & 128293,8364
1,im not defending ray rice but that double standard is a bitch aint it <url>,8365
2,shout out to pullz cuz i kno if i was trash he would have kept it a buck i swear he had every i made jus cuz n actually bump dem too,8366
1,rt <username> make sure her titties out rt <username> bouta take a pic of her laying on me like the side bitches do,8367
1,i am so damn done dealing with hoes with kids puerto rican dominican i dont care,8368
1,thats my young ho i dont want nuthin old but her bank roll,8369
1,im bringing booty back go ahead and tell them skinny bitches that,8370
1,lmaoooooo lil dave you a hoe for that,8371
1,rt <username> hate basic bitches,8372
1,if she can suck your dick with a dip in shes not only a keeper but a true redneck woman kims dad,8373
2,<username> gobble de gook,8374
1,swag fags who gags lml nd yall niggaz wanna ce swagged up foh im gxxd ill stay gd up <url>,8375
1,& 8220 <username> niggas want a good girl but still wanna fuck with hoes but that aint gone work gotta pick one & 8221 & 128514 & 128514 & 128514 boy stfu,8376
1,man i got fucked within an inch of my life this evening im so unbothered by that bitch & 128553 & 128514 & 128514 carryon,8377
1,<username> yall dumb ass niggas be so pressed to have hoes yall weak as fuck as fuck weed over hoes oreos too,8378
1,& 128514 & 128514 & 128514 nicca gotta team full of worsum hoes,8379
1,<username> <username> <username> bitch how tf am dumb your going off what someone else told you so u can shut that shit up,8380
1,rt <username> this nigga kanye looking at his ice cream like hoe ass ice cream you aint as cold as kanye <url>,8381
1,i hate bitches with bad eyebrows,8382
1,blah blah idgaf bout you crazy ass bitch,8383
1,if you have that lil pussy stomach pouch thingy dont wear no tight clothes shit is unattractive & 128567,8384
1,<username> bitch i told you to hit me when you got back,8385
1,<username> ill break that lil bitch neck and wont even feel sorry about it savage,8386
1,rt <username> did that bitch from frozen ever let it go,8387
0,rt <username> a real nigga gone teach his bitch the game not run it on her & 128582 & 128130 & 128520,8388
1,this bitch weave game serious <url>,8389
2,<username> i starting laughing worked outnot bc i think its funny that you work throws phone in trash over butchered subtweet,8390
1,<username> niggas be on pussy shit,8391
1,keep dem poo hoes off ya tl b,8392
1,and rememberalways be the person youre born to be you dont have to be queer to take something from that message nationalcomingoutday,8393
0,i be sayin im done drinkin everyday but then one of my friends hit me up like i gotta case and only faggots turn down free beer,8394
1,<username> being a stupid bitch apparently,8395
2,<username> yeah one called me a race traitor lol,8396
2,country bumpkin word of the day yokel <url>,8397
1,<username> why you gotta hoe me like that,8398
1,rt <username> listen here & 8220 <username> bitches cheat on they bitch but be soooooo hurt when they bitch cheat back & 8221,8399
1,rt <username> niggas dat dont get no pussy are usually the ones thirstin these big or ugly bitches givin them more confidence then the & 8230,8400
0,rt <username> when niggas ask me where the hoes at <url>,8401
1,rt <username> grown men wearing jerseys with other grown mens name on them dont forget your fucking pom poms,8402
1,rt <username> most of the bitches he fw not old enough to get a id & 128514 & 128514so what that tell you & 128129,8403
1,omg bitch buy a dildo and stfu,8404
1,bunch of pussies,8405
1,rt <username> like these bitches that have green eyed curly haired kids on their ig talking about my future child,8406
1,<username> hoes will be hoes nothing but something guys just dispose truthbetold,8407
2,zack still questions my love for oreos lol,8408
2,who is john hanson a black man a moor john hanson was the first president of the united states george <url>,8409
1,<username> <username> <username> no woman deserves to be sole stomped like that he is a bitch and so is everyone watching doing nada,8410
0,fuck a lame nigga than you a lame bitch,8411
1,rt <username> shannon said u hoes cant be wit the glo,8412
1,dear ugly hoes stop playing hard to get youre already hard to want,8413
1,miss these scary hoes <url>,8414
1,<username> two trash ass passes you know damn well you saw it too on 2nd and 3rd down before santos won the game,8415
1,rt <username> jesus turns water into wine instagram turns busted bitches into dimes,8416
1,<username> & lt i poked this little pussy with a stick and he curled up into a little ball like a pill bug <username>,8417
1,<username> i know that bitch dont going nomo,8418
1,<username> bitch i might be ~ aesthetic ~ <url>,8419
1,rt <username> i hate seeing people with money spend it on stupid shit you dont need 11 tvs & amp a shark tank you twat,8420
2,rt <username> you know youre ugly when an ape was chosen as a man crush and youve never been <url>,8421
1,<username> <username> youre a sensitive pussy whooped no sense of humor neo zoom maxi dweeb now sit your ass all the way down,8422
1,<username> no reason to hit with you when i know you pussy i wont get no cool points,8423
1,rt <username> you cant find what you lookin for cuz you too busy likin 2 or 3 bitches at a time and all the same,8424
0,<username> i remember his nephew lucas crying and dan saying quit being such a pussy and grow a pair or something & 128514 & 128557 dans so funny,8425
1,turn the entire fuck up hoes,8426
1,cant get no pussy to kirk franklin idc how long its been for ya,8427
1,<username> <username> rape of course the only way you could get pussy smh,8428
2,blessjesus amos 510 there are those who hate the one who upholds justice in court and detest the one who tells the truth,8429
1,stupid bitch at churchs didnt give me my fucking bbq sauce so now i gotta eat some dry ass chicken strips & 128531,8430
1,why are these freshman so ghetto lmao,8431
2,baby ill whisper vietnamese to you all soft like ching chong ting o long,8432
1,rt <username> <username> just like you & 128076 & 128079 you pulled all them track bitches & 128514,8433
1,rt <username> make sure you take your rage out on unsuspecting targets today i chose a stapler and that bitch had it coming,8434
1,young bitches talk about their new man allll dayas if anyone is really intrested in that shit lol,8435
1,bitch said best way to get over a man is to get under another one smh dats ah hoe for u,8436
1,rt <username> lol my wall of trust is so thick now if im the biggest bitch youve ever met youll know why,8437
1,im the type of person who act like i dont care to certain reactions but truly im a little bitch inside,8438
1,lmfaoooo rt <username> wiz is a perfect example of how fame can get you bitches he looks like your typical tweaker homeless woman,8439
1,my dawg <username> told me its a must i be <username> this saturday rockin that bitch wit tha & 8230 <url>,8440
2,<username> 10 birds your grandkids may never see thanks to climate change <url> <url> climate,8441
1,<username> <username> nice account faggot,8442
1,just looked at a news story and thought to myself is she fucked up some kinda way because i am 12 % hillbilly,8443
1,it makes me sad knowing this queers wont be down the street anymore <username> <username> sadtweet,8444
1,this dude fell cuz he was looking at these bitches in the car & 128514 & 128514 & 128514 & 128514 & 128514 & 128514,8445
1,fuc u say & 8220 <username> all these hoes look good on ig & 8221 <url>,8446
1,& 128034 dirty whore i love you but you a hoe but i love you jesus is watching,8447
2,today is fun but tuesday will be awesome iu v michiganst 1ubb hoosiers,8448
1,rt <username> now bitches gonna think just because theyre married theyre better than every female thats not smh,8449
0,rt <username> anybody who trashes their own neighborhood after a perceived injustice is a fucking moron ferguson,8450
1,<username> faggot is a public spectacle most gays are not fags public display gets public opinion,8451
1,<username> shutup thirsty hoe,8452
2,rt <username> dreamt i was in a trash bag btw,8453
0,literally every man in my fam copped a bad white bitch as a wife i aint even boutta break da chain unless a latina comes around,8454
1,& 8220 <username> bad breath aint cute not even if you a so called bad bitch and its usually cause by a shitty attitude & 8221 unk aint ever lied,8455
1,bad bitch with me and you kno that her ass is fat,8456
1,rt <username> best friend being a hoe yaaas hunty hoe it up slaaaayy stranger being a hoe youre so trashy youre whats wrong wit & 8230,8457
1,some of yall just popular cuz of yall name these bitches be ugly,8458
1,& 8220 <username> cute text ey bitch come over for some pizza & 8221 <username>,8459
2,free bird,8460
1,i bought him a sumblime shirt for his birthday too & 128532 i kinda wanna be a cunt and ask for it back lol indiangiver,8461
1,i hate hoes,8462
2,now im listening to lil spook getting the good kinda sad imma be single this fall i know youll getting annoyed with me on your tl but aye,8463
1,<username> lmaoooo aye people person so you know lil rico got hoes hahaha,8464
1,the big homie drizzy threatening these hoes & 128518 & 128518 & 128518,8465
1,the ghetto thuged out version of tree of life coming soon,8466
2,rt <username> nerf the hell out of birds they no longer attack you at long range lower damage don & 8217t follow you forever,8467
1,she is not a whore she a ho,8468
1,rt <username> spiderman was a bitch highkey tho,8469
2,<username> or as i like to put it looking through race colored glasses <username>,8470
1,rt <username> rivers is seriously a bitch dont throw your hands around like a 5 year old bc something didnt go right lol,8471
1,gotta tip for the monogamous niggas yo bitch fuckin anonymous nigga,8472
1,<username> <username> absolutely retarded article <url>,8473
1,light skin girls is the biggest hoes,8474
1,& 128514 & 128514 & 128514 & 128514 these folks so bad im just here to talk trash,8475
1,<username> bitch,8476
1,<username> see thats all gill and green bitch ass they didnt help me get my schools either yall still in the tournament,8477
2,<username> everybody mocks obama hes an embarrassment to the usa,8478
1,<username> you a bitch nigga,8479
1,but why did this bitch just follow medont even like u <username>,8480
1,<username> lol la bitch happy bout beatin our bench players,8481
1,so the young bitches & amp females & 128514,8482
1,rt <username> some bitches forget you have to be a friend to keep a friend getlostfakebitch & 9996,8483
1,rt <username> whoever called it the lowest common denominator and not stupid pussy number was probably more mature than me and definitely & 8230,8484
2,i dont understand rich people who dress like trash,8485
1,rt <username> bitch built like squid ward after he ate all the krabby patties rt <username> <username> dont retire & 128553 i love you h & 8230,8486
1,<username> tag me pussy ill fite u,8487
1,rt <username> know the bitch before you call yourself lovin it niggas prolly been fuckin it,8488
1,citi field bitches <url>,8489
2,<username> but <username> is not even a blogger he doesnt have the moxy or credentials to do anything by himself and create a brand,8490
2,i know right get one guy out man <username> you had one job josh <username> outman yankees & 8221,8491
1,<username> you still are a cunt,8492
1,<username> <username> & lt i hates to interject but cans i have yo digits i likes wiggers dat wanna be fucked by coloreds,8493
0,fucking faggots <username> arent from or live in dc maryland or va,8494
1,i wasnt born last night i know these hoes aint right,8495
2,via <username> charlie angus is sending & 8220made in china & 8221 canadian flag pins back to conservatives & 8211 <url>,8496
1,rt <username> nah bitch you aint just gone go off on me and just want me back 5 minutes later im playing 2k until further notice,8497
1,my dick your bitch on it,8498
1,<username> i got hoes in different area codes,8499
1,good day honkies,8500
1,rt <username> stepping away from the twitter beef im going to bed cause i gotta be up at 5 gotta go be a redneck asshole at my us & 8230,8501
1,when bitches you dont like talk to you at work workproblems workflow byebitch <url>,8502
1,y give a bitch an inch when she rather have 9,8503
1,but staying up gon be a bitch,8504
0,of course my faith for baseball is off this year because of barrybonds you goddamn retards morons,8505
1,i miss her but i cant bitch i was the one who fucked up whatever,8506
1,i let all of em go & 128586 rt <username> if u got two hoes u need to let one go,8507
1,<username> that nigga was eating that hoe lol,8508
1,<username> youre such a pussy,8509
1,rt <username> bitch had me and my car all the way fucked up & 128545 & 128548 had to cuss a bitch out via note <url>,8510
1,rt <username> no bitch ass chick flick will ever be as sad as this movie <url>,8511
1,& 8220 <username> & 8220 <username> everybody loves dej loaf & 8221 cause thats wifey & 8221 fuck off kaya dats my bitch,8512
1,bae juss the new side bitch lingo u aint special hoe,8513
1,<username> drive you nigger,8514
2,<username> why the eggplant emoji doey he say she looked like scream lmao,8515
1,its only a few real bitches i know,8516
2,<username> we hate them more than the cowboys and yankees,8517
2,rt <username> this monkey on my back keeps smearing poop in my hair,8518
1,rt <username> <username> damn where you on house arrest at & amp yup in tht bitch like & 128080 & 128131 & 128527,8519
2,<username> <username> <username> tuku ho idk blah blah blah & 128514 & 128514 & 128514,8520
2,rt <username> a girl tweeted you might be ghetto if u bring food from outside into the movies no u might be stupid if u pay 499 fo & 8230,8521
1,when a bitch say you cant dance <url>,8522
1,& 8220 <username> versace versace i talk shit on twitter and so that bitch blocked me & 8221 <username>,8523
1,rt <username> <username> bitch get it how you live & 128514 & 128175,8524
1,rt <username> & 8220 <username> this bitch come up and pull her titty out what do you do <url> the more the merrie & 8230,8525
2,<username> reminds me of oreos lmao,8526
1,<username> mite hit the rec i know cell marcus and jax gone try to hit that hoe,8527
1,& 8220 <username> <username> shut up faggot & 8221 & 128514set himself up,8528
1,rt <username> bruh said black girls pussy taste like attitudes and arguments lol,8529
2,rt <username> just 113 days until yankees pitchers and catchers report,8530
1,rt <username> yeah eagles definitely arent finishing 4th in division not this year bitches,8531
1,<username> true dat nig,8532
2,barrys whitey brownshirts run wild in oakland following the lead of nwa punks chant f the police <url>,8533
1,i got the streets in a head lock i got yo bitch in a leg lock,8534
1,nah bitch you just ugly,8535
1,im prolly wit yo bitch big butt cant fit up in the 6,8536
1,rt <username> thats yo bitch she my bitch too,8537
1,rt <username> i swear these bitches think their still in highschool,8538
1,you a hoe and errbody know,8539
1,these hoes aint got nothing on ya,8540
1,honestly at this point i doubt id fuck miley cyrus anymore that bitch is a mess,8541
1,rt <username> & 8220 <username> kiara has small chubby fingers & 8221 bitch & 128514 & 128514 & 128514 & 128514,8542
1,<username> mormon hoes,8543
1,<username> <username> this hoe & 128293 & 128293,8544
1,<username> happy bday bitch ass nigga <username> preciate that bitch roll up,8545
1,<username> <username> bitch boys,8546
1,i wish hoes didnt bore mei wouldnt have this problem and would shop at hoes r us every day,8547
1,then they wanna ask you maad questions bitch just tell me what you need me to do and stop interrupting my playlist,8548
1,how you doing crazy bitch is hilarious,8549
1,hopefully this niggah buys my gamma 11s cause i want them,8550
2,frustration can be a bitch,8551
2,fake tits & 8220 <username> a hoe & 8220 <username> can u guess what i was & 8220 <username> twitpic your halloween costumes & 8221 <url>,8552
0,<username> is a fag hesgay,8553
2,a yellow jacket landed on my mouth and stung me while i was cutting grasssafe to say he won & 128029 <url>,8554
0,<username> this is retarded,8555
1,<username> <username> <username> i dont give a flying fuck what you think about my tweets worthless teabagger scum,8556
1,& 8220 <username> my bitch bad shes a puerto rican & 128527 & 128540 & 8221what song is that,8557
1,u ever seen a bitch talk shit about another bitch then u see them hanging together,8558
1,rt <username> main reason why i aint got no girl cause i aint never found not 1 bitch who tryna get money wit me all yall hoes like & 8230,8559
1,rt <username> & 128514 & 128514 & 128514 rt <username> & 128557 & 128557 & 128557 rt <username> bow wow look like the stress of saving a hoe is wearing him down <url>,8560
