id,label,tweet
3208,2,would you rather be a monkey or a gorilla & 8212 neither theyre both hairy but if i had to choose a monkey they <url>
3209,2,dis nicca lame
3210,1,showin more love to bitches fucked on the side
3211,2,rt <username> winston connects with greene on the slant across the middle for the score ball game is tied 1717
3212,2,<username> <username> it always looks so nice i was gonna buy this yellow one
3213,1,my homeboy got a hoe number on house arrest i said thats good she wont ask to go anywhere
3214,2,them brownies tho & 128524 & 128076
3215,2,just killed 3 birds with 1 stone thank god i payed attention in my communication classes work
3216,1,& 8220 <username> <username> smh they gotta grow up & 128514 at least you know these bitches want to be you & 128524 & 8221 i swear & 9994
3217,0,fucking hate my coon ahh uncle
3218,2,rt <username> yo bcu band made ucf band look like trash
3219,2,<username> hahamonkey feeti like itbut 4 realfeet are magical on a backit smoothes every nook and cranny of tightness }
3220,2,<username> <username> i like where ur domes at smart
3221,0,damn hoe you so ugly even hello kitty said goodbye
3222,2,& 8220 <username> on the east coast theres colored hair everywhere this must be the sweetest wave ever & 8221 <username>
3223,0,people who enjoy shows like <username> and <username> are douche bags usually white trash too
3224,0,<username> lmfaoooo i hate black people <url> this is why theres black people and niggers
3225,0,rt <username> you better pray i dont send your nudes out bitch
3226,1,hoes are always putting your self in a nigga situation yall not going to be satisfied till you get your ass beat by a nigga
3227,2,versace bird feeder
3228,1,if i aint hit that bitch then i aint hit that bitch why lie about it thats petty bullshit
3229,2,new nashville noise <username> loves burgers <username> honky tonks and <username> grabs a pizza <url>
3230,0,gay ass nigga & 128514 & 128514 bitch you thought you thought
3231,2,lets just say the hotel ive been staying at isnt going to want this hand towel back i had no idea i could turn em that shade of yellow
3232,1,<username> nigglet & 128530 & 128536
3233,2,southcarolina has a highschool graduation rate near 50 % and thats why they have so many uninformed teabaggers morningjoe
3234,2,get two birds stoned at one time
3235,2,<username> its showing fairy blocked me <username> <username> <username> <username> <username> <username>
3236,1,its gotten to the point where i literally dont care and im gonna start punching bitches if they dont move in the hallway
3237,1,rt <username> she called me mexican is that all she have on me tho im a proud hispanic bitch sure liked this dick tho hoe
3238,2,rt <username> syrian brought to us for & 8220democracy training & 8221 endorses & 160jihadis <url>
3239,2,<username> birds of a feather
3240,1,<username> <username> <username> nothing like waiting till the last game of the season to peddle it shit website heeb
3241,1,<username> haha them hoes only go hard when a nigga stooooned lol
3242,2,school schoo scho sch sc s st sta stay stay h stay ho stay hom stay home
3243,1,realtalk if you a hoe an try to get serious with someone dont expect to be anything more then a piece of meat to them
3244,1,rt <username> im obviously morello from oitnb cause crazy and jealous bitch
3245,2,i cant play flappy bird it makes me angry
3246,2,<username> whats with that comeatmebro bird stressful
3247,2,<username> ghetto gold needa be the first music vid
3248,0,rt <username> brandon phelps a hoe ass nigga and wen i see him ima smack him like da lil bitch he is 300
3249,1,no you dont have haters people just dont like you get over yourself hoe
3250,2,rt <username> colombia supporter reminds us the double bird is a universal language <url>
3251,1,<username> not sure i think most women have self hate therfore collectively women are bitches becomes their campaign and men follow
3252,2,nike dc is trash
3253,1,& 128530rt <username> niggers rt <username> before any moves are made my black ass must take a nap
3254,2,dat da bad thing bout being colored day bring me in to fight but dont vite me to da victory partay
3255,1,y u a bitch doe
3256,2,one mans trash is another mans treasure believe
3257,0,<username> fags
3258,2,moral to the story if you like the yanks ill pretty much do anything you tell me to do
3259,2,<username> <username> oh wait can i get that photo of me playin with creeds side project by itself my bad yeah fob is embarrassing
3260,1,fines hoes only & 128527 & 128076
3261,1,gimme another beer bitch
3262,2,tryna get to home like base to base to base closet looking like planet of the bathing apes
3263,1,rt <username> dad why are your eyes so redson i smoked weed daddad dont lie to me you were crying because you are a faggot
3264,2,rt <username> got receipt ink on your soles no problem <url>
3265,2,<username> overdosing on heavy drugs doesnt sound bad tonight i do that pussy shit every day
3266,2,rt <username> use what talent you possess the woods would be very silent if no birds sang except those that sang best
3267,2,oops i just had a freudian slit
3268,1,bitches bitches bitches
3269,2,rt <username> why yall doing the als challenge if yall not gonna donate cuz we dont $ 10k & amp tiger blood to donate unlike charlie & 8230
3270,2,laughing at my deck that they gave me yellow and jesus stencils all over it
3271,1,nice base running again by the <username> fucking ponderous
3272,2,she was telling me about this kid whos soles of his shoes are falling off i am going to get him some shoes hope his parents dont get mad
3273,2,<username> his job as us prez to protect us is throw in trashebola er at our cost daniel both money & amp lives dog
3274,0,<username> <username> haha ight nig calm yoself
3275,0,fuck ur god until dat faggot strikes me down
3276,2,looking forward to ncaa and nba basketball & 127936 in the states soon iubb hoosiers pacers pacernation and of course breadsticks
3277,2,<username> sheeze a yellow bone
3278,0,rt <username> <username> man some lame niggah when i find him im unfollowing tf out his ass
3279,2,rt <username> where has this been all year but still firecashman yankees
3280,2,<username> i skipped the running and am eating chips and brownies
3281,2,<username> <username> <username> cant the yankees make some last weeks moves
3282,2,why does msnbc have a news show that is 100 % opinion & amp right wing talking points joe the nation is with pbo not u teabaggers morningjoe
3283,2,rt <username> pity parties are trash & amp i dont throw them
3284,2,& 8220 <username> car hopping is a different world these ghetto guys tried asking for my number lol & 8221 did they have to be ghetto tho
3285,1,& 8220 <username> you want to be a little bitch than ima treat you like a little bitch & 8221
3286,2,rt <username> i think zlatan even has class in the way he talks trash
3287,2,first tbt best and drunkest yankees game ever wherescolman everclear <url>
3288,1,<username> damn i wanted to buy that bitch that shit was tough
3289,2,this is better than flappy bird & 128525 & 128525 falloutbird <url>
3290,2,the early bird takes a nap before noon
3291,2,rt <username> a quick lesson on the birds and the bees the birds are looming oily sudden the bees are bulbous shrieking hungry & 8230
3292,1,im pissed off bitches on my dick but shit my dick soft cause the way you carry yourself got me ticked off i aint tryin to be rick ross
3293,0,<username> fuck your mother faggot
3294,2,<username> ewwww her nips are def more perfect than that
3295,2,so real its unreal lol yankees worldseries 27andcounting mlb mlbtheshow 12 <url>
3296,2,<username> & 128557 & 128557 & 128557 & 128557 about the beanies but steal my description but u arent salty or fake
3297,1,rt <username> lmfaooo like is this bitch alanah serious
3298,2,im jus a trill nicca mane
3299,0,its a lot of uncle tom ass niggas out here
3300,2,rt <username> getting ready for the annual heart and sole luncheon <username> cle with <username> <url>
3301,1,stop sayin my gov name fuck wrong widd u bitch is u stupid
3302,2,rt <username> getting ready for nevada hump day <username> real live camels ostriches and zebras oh my <username> nevadahumpday & 8230
3303,2,not ya grandma brownies wink wink <url>
3304,2,<username> word bird
3305,0,everyone tells me the exact same thing but i wont listen coon
3306,2,i openly admit to being the level of white trash that will drive across town to the gas station with free hot dogs & amp half price drinks
3307,2,she unfollowed me after i said i cried watching dawn of the apes lmaooooooo
3308,1,rt <username> after these shows yall bitches imitate n wonder u i say d things i say
3309,0,nah its you <username> & 128514 & 128514 & 128514 & 128514 yo i thought some 1 photoshopped my face on that faggot smmfhi hate yall <url>
3310,2,<username> gook
3311,1,son of a bitch thunder
3312,2,nowplaying the doors the wasp texas radio and the big beat on 1069thearrow <url>
3313,2,best behaved kids ever at mommys commercial audition oreo mcflurries for everybody proudmom & 8230 <url>
3314,1,or my cup filled & 8220 <username> love a bitch that know to keep me one rolled & 8221
3315,0,& 8220 <username> when you live this gay you cant be afraid of two black dicks in your butt you fucking queer
3316,2,this reminds me of another quality video lol he aint fittin to front for these peckerwoods <url>
3317,2,<username> like we all never gave the camera the bird
3318,1,rt <username> all babies are born hipsters because they come out of the hospital in beanies
3319,2,rt <username> 15 yo me totally understood twin peaks 40 yo me cant seem to follow these the great outdoors goldfish crackers & 8230
3320,1,& 8220 <username> if a bitch comes for me i hope she bout all that slick shit she yapping about & 128064 & 8221 thuggin
3321,1,<username> this bitch <username>
3322,1,21 you a bitch but you my bitch so we hella chillin also thanks for tolerating me and being my friend
3323,2,skating is for trash
3324,1,rt <username> all it takes is one bitch ass monkey or human to fuck up every bodies peace and serenity
3325,1,when a hoe tryna get at you while ya girl is looking <url>
3326,2,<username> not if youre standing in btw the yellow lines
3327,1,rt <username> my ex told me once she wanted me to get her a gift that would take her breath away so i got that bitch a treadmill
3328,2,commonquestioniget why uou so ghetto
3329,2,i found your arm in that trash receptacle and your leg in the mud down by that streamyou should consider keeping better track of your limbs
3330,1,bitch nicca talmbout a mf 3peatdf yall aint da lakers
3331,2,<username> <username> <username> <username> this charlie z really does need mental help check this out <url>
3332,0,aint nobody wearing those new westbrook jordans but mexicans & amp trailer park trash white girls
3333,1,no flex zone hoe
3334,0,rt <username> if i dont get drafted for the squad we gonna have some problems drop the faggot jesus
3335,2,sinai jihadi group beheads 3 accused of being spies of the jews <url> via <username>
3336,2,<username> they call me yellow bone
3337,1,rt <username> mcdonald employees always rolling their eyes when you pay with coins like bitch you broke af too fuck you giving me attitud & 8230
3338,1,put a b & 299tch pussy on first 48
3339,2,charlie daniels goes off on & 8216satanic evil & 8217 <url>
3340,2,rt <username> new orleans is still trash
3341,0,<username> fag
3342,2,<username> thats bc i deleted visionary once i saw your subtweet next time just @ me tho and i do love jail bird dresses & 128513
3343,1,remember when i would spank everyone in meme wars because i do faggots
3344,2,rt <username> 6000 peopleday now being deported from warsaw ghetto packed into cattle cars for rail trip to treblinka death camp htt & 8230
3345,1,aint shit pretty but my bitch and my momma anyone can get the drama
3346,2,i need sleep but cant seem to get that place that lets you clam down and sleep
3347,1,in a movie everybody aint the star need co stars and extras & 171 <username> i hate hoes that take pride in being the other chick & 187
3348,0,<username> that was so gay and i was tanning bitch juvie made me white
3349,2,& 128514 & 128514 maaaaannnn i hope so rt <username> <username> did we get rid of john legend looking charlie batch
3350,2,someone please bring me goldfish crackers
3351,2,& 9733 best asian massage on the park slope top rated spa & 9733 7186220221 24 <url>
3352,1,i would love to give this bitch some act right juice lol
3353,2,im just sitting here waiting for twitter to explode once this yankees game ends
3354,0,rt <username> we muslims have no military honour whatsoever we are sub human savages that slaughter unarmed men women & amp children http & 8230
3355,0,rt <username> only pussy niggas wouldnt fuck with a chick if she has stretch marks
3356,2,am i the only person that feels disrespected by the bird poop suddenly dropping on your front windowewwwannoying
3357,2,operation ask redhead resolve charlie brown rejectedpeanutsspecials
3358,2,washpost describes charlie crists bizarre obsession with fan between legs to stop sweat when askedanswering questions dog
3359,1,rt <username> & 8220 <username> girl ugly denna hoe & 128532 & 8221 whats this then <url>
3360,1,well aint that a bitch
3361,1,<username> dunleavy my cracker ass honkie
3362,2,rewrite tinker with its official language regarding samesex relationships divorce remarriage etc but nothing is set in stone at all
3363,2,im in mickey ds and he gone ask for a double cheese burger wit no cheese foh
3364,0,<username> me gusta typing like a retard to make the other person look dumber by pretending to agree with them bazinga
3365,2,& 8220 <username> tag a friend that sucks at flappy bird & 8221 <username>
3366,2,rt <username> if you not gator you gator bait gatornation
3367,1,my bitch work for chic fil and she says this is not real b <username> rt to save a life <url>
3368,2,rt <username> yankees lineup vs red sox ellsbury cf jeter ss beltran dh soriano lf teixeira 1b mccann c solarte 3b ichiro rf roberts 2b t & 8230
3369,0,i dont even say nigga i say nigger im like chuck norris i say the nigger word without checking over my shoulder
3370,1,<username> money getting taller and bitches getting blurry
3371,2,rt <username> & 8220 <username> if youre playing flappy bird 18002738255 national suicide prevention lifeline rt to save lives & 8221 <username> & 8230
3372,2,rt <username> why does julia roberts seem completely shocked that shes been nominated hey julia youre in a gown the jig is up emm & 8230
3373,1,rt <username> maaan these hoes be photoshopping rt <username> <username> damn you suppose to be that nigga how you get catfished
3374,2,hellobrookland were here at the <username> opening serving free samples of cider vegan sliders brownies <url>
3375,1,<username> she was the principle for a ghetto elementary school i doubt it but fingers crossed & 128527
3376,1,<username> <username> <username> forget that bitch and come get some of this white chocolate
3377,2,tonight my sole purpose is to be thoroughly intoxicated night off and no class in the am maybe i deserve it
3378,2,<username> <username> dont you mean crowd not crows
3379,1,you got dykes i got the vics
3380,2,<username> <username> far as i can tell coon tracks on the cab door window tractor was parked by some trees away from home
3381,1,rt <username> <username> warning shots are for pussies im just gonna gun you down and steal your pink boots
3382,1,juicy j cant say no to ratchet pussy remember
3383,2,mannnn tonight feels like trash
3384,1,from conversation at that & 8220 <username> these hoes be falling too easy & 128554 & 8221
3385,0,only americans would hire white trash with ties to international terrorism as police officers
3386,1,<username> translation i like how i dont really have to think about it or i dont think queers deserve a happy ending
3387,2,just got done taking some photos with brownie flowcity
3388,1,<username> <username> lmao & 128514 the side ho gets all the real action anyways
3389,2,all my gold is white not yellow
3390,0,oh well hes a fag anyways
3391,2,i can hear my mom playing flappy bird in the living room & 128514 & 128514
3392,2,rt <username> & 8220 <username> kevin hart make funny faces his curriculum kinda trash & 8221 curriculum & 128514 & 128514 & 128514 <url>
3393,2,22 talented drivers rt <username> i am really glad there havent been any yellows but why havent there been any yellows
3394,2,basically gop romney right wing reactionaries drudgies teabaggers libertaritards all hate our education system and teachers
3395,2,rt <username> i am a california state assemblywoman but remain a proud <username> unionmember celebrating laborday weekend ho & 8230
3396,2,<username> <username> <username> thats ghetto
3397,2,cute dumb females trash
3398,2,eharmony just informed me that my soulmate is an 02 sea doo with a trash bag of whataburger taquitos bungeed on top thx dr neil warren
3399,2,its weird but i miss robertson screwdrivers & gt from & 8216toque & 8217 to & 8216mickey & 8217 ten canadianisms <url> via <username>
3400,2,<username> certainlt not the paddies
3401,1,lmao rt <username> nobody cleans a house faster than a nigga expecting some pussy
3402,2,rt <username> 2 on the field 1 in our hearts what if <username> star derek jeter starred in back to school <url> yank & 8230
3403,1,rt <username> dont fall out wit yo niggas over hoes
3404,2,<username> this the i play soccer cheat on girls and wear khaki coloured cargos haircut <url> & 128514 yup
3405,1,& 8220 <username> finally got a hot bitch to dance on me came in my pants while she was grinding on me lost that chanceuwmadison & 8221lmao
3406,1,2 year starting on me on the street so i put a fag out on him funnyguy
3407,2,& 128557 & 128557 & 128557 & 128530 rt <username> at work imma real uncle tom & 128584
3408,2,i luh to lick the middle like an oreo
3409,0,do you think all the rice fags are at mcdonalds
3410,2,<username> street birds homeless people twittering in amsterdam <url> via <username> & 8853 <url>
3411,1,<username> <username> idk who gave that bitch my name
3412,2,natitude okay im only going to say it once comb yer beards lol wiggers
3413,1,rt <username> these bitches aint my bitches
3414,2,lets play what will the ghetto white girl with neck tattoos in front of me buy if you answered cigarillosyouve seen this episode b4
3415,1,<username> <username> and a major league bitch too
3416,2,looks as if federal gun laws to be proposed this week lack awb hope the media and antigun crowd choke on crow
3417,1,if you work a graveyard shift she cheating on you off tops somebody else gon be tucking ya bitch in
3418,2,rt <username> were you expecting anything short of fireworks in his final homestand farewellcaptain <url>
3419,1,ill have these bitches havin babys every week
3420,0,<username> will you mention why being called nigger is wrongwitch i agree with & amp bossy is wrongbut being called a pimp is still ok
3421,2,<username> let me guess they have yellow cake too same crap different president
3422,2,<username> <username> <username> ill trade you one car drift for brownies
3423,2,rt <username> smh rt <username> and henny too rt <username> beer trash af end of story
3424,1,rt <username> its utw over here bitch but a lot of shit be going down & 128548 & 9994 & 128165 & 128165 & 128165 & 128165 & 128165 & 128299
3425,2,<username> everybody look at this birdkilling wind mill lover
3426,1,rt <username> dont try too fuck with me & amp got a million and two bitches because i will tell them all i promise i will
3427,1,sold weed to a bitch whos gonna be a lawyer bet shell have a niggas back
3428,2,i want oreos who can help me
3429,2,oriental rugs cause im flyer than a dove
3430,2,if i wasnt a yankee fan i probably would be a sf giants fan lol
3431,0,dad just yelled out in bout to fry some chicken like a nigger
3432,2,why they playing trash on espn right now
3433,2,rt <username> scott walker investigate christies bridgegate perrys drunk monkey dem dagate all men innocent all threats to left & 8230
3434,2,rt <username> nick young says that close to $ 100000 worth of money watches sneakers and clothes were stolen from his house last nig & 8230
3435,2,<username> havent you ever heard the story of the birds and the bees
3436,2,rt <username> rick scott refuses to appear on debate stage because charlie crist has an illegal electronic fan <url> via & 8230
3437,1,<username> try me bitch boy
3438,2,rt <username> & 8220 <username> kanye west is a costume not a mock of a race & 8221 girl i hate to do this but kanye is a human not a costume but & 8230
3439,1,rt <username> you gotta fuck ugly bitches from 3 towns over that youll never see again so you can work the kinks out of your sex ga & 8230
3440,2,happycolumbusday if is wasnt for americakarlmarx would never have thought of sharing colonialism with injuns
3441,1,<username> youre bitch
3442,2,& 128553 monkey mad
3443,1,cut that bitch off
3444,2,<username> dayum saterlyt shoz un bayg houl
3445,2,alfredo linguini pasta just fancily prepared trash
3446,2,<username> <username> <username> <username> given the rickety slant of that roof id say more like pizza shanty
3447,0,i do da flow in a temple today fo nuttin and dat jew wit the funky hair tell me i subhuman he tell me i aint no mo human den a monkey
3448,2,& 9733 best asian massage on the park slope top rated spa & 9733 7186220221 24 <url>
3449,2,<username> theyre so goooood i just want like a savoury salty cheesy cracker
3450,2,joba chamberlain looks like a homeless guy that won a contest yankees
3451,2,& 9733 best asian massage on the park slope top rated spa & 9733 7186220221 24 <url>
3452,2,mcdonalds is hella trash to me now
3453,0,only lesbians get their nips pierced ew
3454,2,rt <username> shhhh & 8230 wrap yourself around me let me kiss the bruises on your heart lick your unhealed wounds and taste the raw wild ho & 8230
3455,0,<username> <username> woohoo new black kill cracker babies panthers to the rescue racist trash thugs ferguson fergusonriot
3456,0,fuck her pussy fuck her mouth fuck her ass cause she nasty
3457,2,rt <username> my mind is so clear a bird just crashed into the side of my head
3458,1,pornandroidiphoneipadsexxxx latina latina with tight pussy <url>
3459,2,rt <username> old white people complaining about government tyranny is like the yankees being upset that players make too much money
3460,2,rt <username> sheryl crow be my mom
3461,2,bout to make some brownies in a few
3462,0,<username> because ians retarded
3463,2,pornandroidiphoneipadsexxxx desi paki <url>
3464,1,also anyone who wants to bitch about the prices at disney needs to check this out next time dollywood <url>
3465,2,i was flying down the slope and just rammed into this small asian boy kid got up like a champ and walked it off
3466,2,early bird gets the worm
3467,0,<username> whatever fuck all those assholes theyre niggers they all look alike to me
3468,2,yasss brownies & amp ice cream & 128523 <url>
3469,1,look at this bitch feet how is she high fashion cuh <url>
3470,2,rt <username> a day without laughter is a day wasted ~ charlie chaplin
3471,1,whos pussy is it she said richies
3472,1,<username> lol fuck these lil bitches aint shit to peep & 128526 wassup w you tho
3473,2,drake ti & 8220 <username> & 8220 <username> 3 stacks kendrick rt <username> name a rapper that alot of people likebut you think is trash & 8221 & 8221
3474,0,<username> and <username> are faggots kbye
3475,1,rt <username> i never had a nigga taken from me & 128564 & 128514 in order to take him from me he must not return & 128526 & 128520 & 128541 keep that in mind bitch & 128129
3476,0,sonnen is a faggot
3477,2,they must be russian birds russian birds are known for invading chiminea <username> <username>
3478,2,<username> <username> no not at all its a slippery slope just dont want to lose my right to self defense 1st its background checks then
3479,2,i used to picture him coming up the wadi to fob sharana with a barrel of brandy for me <username>
3480,1,yo im not a bitch but dont take my order right and i will fucking become one
3481,0,porch monkey 4 life
3482,2,rt <username> emma watson <url>
3483,2,rt <username> we may or may not be trash at taking pictures together <url>
3484,2,lol shut up rt <username> <username> lmao early bird gets the worm
3485,1,<username> <username> <username> i was nice to the dumb bitch then she puts her nose all up in my business eat shit white trash hoe
3486,1,rt <username> bruh youre not a friend you fuck with me when you and ya bitch into it & 128514 & 128514 & 128514
3487,1,<username> <username> <username> shes a right twat id tell you honestly sky honestly & 128520 & 127829
3488,0,<username> ok u fat precious lookin ass bitch u big fat back at the barnyard lookin ass bitch i can fix my grammar but u still fat
3489,2,mr president & amp homeland security please ignore any foreign threats and focus your sole attention on our police force acab landofthefree
3490,0,rt <username> <username> <username> <username> not about to shoot this pussy ima beat his face into the asphalt t
3491,1,<username> <username> mane yall niccas crazy af wiz old shit got niccas bitin his style n errthan
3492,2,my doctors office is retarded we noticed you put in a prescription order so we canceled it give us a call if you need a refill thanks
3493,2,dont follow the astros they said theyre trash they said well now look at them astros
3494,0,im sure <username> would add this helpful parenthetical explanation if these were redneck peckerwood teabaggers <url>
3495,2,the conjuring wasnt trash it just wasnt as good as insidious
3496,2,rt <username> early bird catches the worm people
3497,2,barkley is trash
3498,1,rt <username> ok seriously fuck the people who slam on their breaks when the light turns yellow floor that shit bitch
3499,0,reasonswecantbetogether if u was talkin to my nig or smashed da homies
3500,2,rt <username> new sign up at mong kok protest site says fight for democracy and oppose the communists to have a future <url>
3501,1,rt <username> i make bitches fly like peter pand tho
3502,1,makes a wise argument about the accelerated warholian notion of celebrity in the era of vine passing teens mock my old wrinkled balls
3503,2,rt <username> feeling the crisp fall wind spinning around me and watching the colorful leaves fall like rainbow colored raindrops slowly & 8230
3504,2,floppy bird chalmers over here taking after his hero lebron
3505,2,have you ever popped champagne on a plane while gettin some brain whipped it out she said i never seen snakes on a plane
3506,1,<username> we some hoes bruhhh lol
3507,2,rt <username> yes yes i know all about the fob reconciliation it was my idea youre welcome
3508,0,smh queer
3509,0,<username> cant wait for more peds is that it roid munching faggot
3510,1,my dads friend was telling my dad and i about how he got some good pussy last night and how she was a good lay it was a real bummer
3511,1,rikanya & lt & lt & lt & 128557 get this bitch out my dm
3512,2,rt <username> can someone find the georgia fan who talked trash to me and told me he hope we dont end up like tennessee tell him im & 8230
3513,2,rt <username> <username> <username> because hillbillies like sports to
3514,2,<username> dare be only one bag dat folks be suckin on what i comes to yo partayyyy all da ofay be wantin to ride in my eldorato
3515,2,<username> tweety bird tho & 128514 & 128514 & 128514 & 128514 <url>
3516,1,<username> i know all the bitches love me & 128129
3517,2,real basketball players get disappointed when they throw something in the trash can and miss
3518,2,<username> and we all fell asleep <username>
3519,0,the leftisthomosexual war on the catholic church kicked into high gear with the infiltration of the priesthood by boyraping fags
3520,1,these hoes aint yours
3521,2,<username> the grass is greener on the other side of the fence of course its also a soggy septic field
3522,1,niggahs watch who you fucking just to hate on your bitches
3523,2,me and this song bird sang in the same hs gospel choir <url>
3524,1,rt <username> you prolly dont like me niggah i dont really give a fuck how you feel & 128175
3525,2,rt <username> <username> np big nig nig
3526,1,if my anger materialized it would be a fucking atom bomb to blow this bitch up
3527,2,nope rt <username> just ordered dominos am i trash
3528,2,<username> i dont like it peaceful thats boring i like fighting i come from the ghetto do u remember that its p impossible for me not to
3529,2,<username> <username> ima get this so every time i throw trash away its where it really belongs <url>
3530,1,all my niggaz better have at least 3 ugly bitches number in their phone this summer
3531,1,unemployed niggas get the most bitches factdontargue
3532,0,<username> so basically you like the background music fag
3533,2,rt <username> and rounding out our cnn ebola panel tonight the monkey from the 1995 film outbreak
3534,2,<username> <username> <username> i miss nyc nashville needs a pro al team the closest is kc or tampa thats pretty bad the south is nl
3535,2,rt <username> amo a esa gente que me odia <url>
3536,1,<username> <username> <username> that shit chunky lol
3537,1,rt <username> all these hoes just want some attention
3538,2,<username> <username> i see so you feel betrayed your racism comes out shocked you didnt call him uncle tom you bitter loser
3539,1,what a bitch pshh
3540,2,rt <username> remember when we paused an allstar game to honor mariano rivera tbt <url>
3541,2,rt <username> once i get a cold beer in my hand there aint no mistakin who i am i cant hide my redneck side
3542,2,this is true rt <username> charlie clips the coldest battle rapper doing it no debating
3543,1,i cannot be worried bout no bitch cause i know a bitch could be somewhere sucking a dick ayeeee
3544,2,rt <username> i thought it was raining because of the sound on the roof but it was just birds exploding from the heat
3545,2,<username> and the yankees gave you a win happy birthday
3546,1,rt <username> vote or die bitches
3547,2,& 8220 <username> making weed brownies tonight & 8221 goin slide me a batch relo
3548,1,<username> <username> if he wants bitches tip toein on his marble floors he will & 128521
3549,2,photo anarchoqueer & 8220anarchism stands for a social order based on the free grouping of individuals for <url>
3550,2,woot rt <username> yankees completed their sixth series sweep of the season and fourth at home
3551,1,rt <username> feelings are a bitch to fucking control
3552,2,rt <username> uh oh california solar plant fries thousands of birds in midflight hot air <url>
3553,1,<username> <username> yall playful dont come dumb hoes
3554,1,rt <username> you bitches could never be nae let him tell you he love him some nae & 128143 & 128145 & 128081
3555,2,dear god forgive us for a moral slope of values shacking is just a pretty word for perpetual fornication lets <url>
3556,0,rt <username> bitches be fallin so inlove w niggass & amp then he go get a new bitch & amp they try go get a new nigga to try to forget about the & 8230
3557,2,yankees should have never gave away melky guy can flat out hit yankees giants
3558,1,<username> girl i been wanting them shit i been growing them hoes for bout 6months
3559,1,rt <username> if i wanted my ex back believe me id fucking go get they ass & 128514 but i aint bout to dig through the trash & 128520 & 128686
3560,0,rt <username> my inner nigger is coming out
3561,0,good morning coons
3562,1,why these hoes always tryna be bitches dont they know that hoes cant be bitches cause they hoes <username>
3563,2,rt <username> happy birthday cotton picker lol <username>
3564,2,rt <username> if a single wasp could read these waspfacts tweets there could be a peace treaty between wasps and man but wasps are & 8230
3565,2,rt <username> larry elder is an uncle tom i cannot believe how he is degrading a child
3566,2,california has gangs because california is trash
3567,2,i cannot express how infinitely better the book is to this trash
3568,2,rt <username> <username> you mean like the yankees did this year when they prioritized a farewell tour over a playoff run
3569,1,rt <username> this bitch played too much subway surfer <url>
3570,2,rt <username> i wonder if those fans in la feel like charlie brown after lucy pulls the ball away joeyvotto
3571,1,ima real young niggah witha muhhfuckin attitude & 1043359 walk up im yo spot you would think a niggah mad at you
3572,1,these bitches irritating
3573,0,seattle mayoral election this year a choice between a bunch of women nonwhites and faggotsfag lovers <url>
3574,1,<username> omg my mom did it on christmas once if i hadnt been the hostess that year i wouldve slit her throat
3575,2,despite the zebra red rocket special portland beats those jersey shore floppers
3576,2,<username> find one where be beat nathan moons head into the ice too ol andrew is straight trash as far as hockey
3577,2,<username> <username> remember dad running a rotary hoe over corn after a freeze to knock the dead leaves off after they turn brown
3578,2,rt <username> the recommended serving size for brownies is all of them
3579,2,rt <username> great start the morning my daughter danced herself into the coffee table and gave herself a nice shiner yea shes a wh & 8230
3580,1,rt <username> ever leave me around your bitch i & 8217mma get her stoned
3581,1,im dressing up as an albino one day and scaring the shit out of amaris mom
3582,0,<username> faggot
3583,1,if i ever put my trust ina bitch ill always be hurt & 1041204 & 1041204
3584,1,u wanted to go in the military but yo bitch ass couldnt handle nobody shooting at u so shut yo mf mouth and salute those who did
3585,1,i feel every song i hear is a soundtrack to my life for 1 relationship & against another keep in mind the last song was pussy control
3586,0,rt <username> i dont fuck with bitch niggas i only fuck niggas bitches & 128556
3587,1,<username> little stupid as bitch i dont fuck with yoooooouuuu
3588,2,& 8220 <username> when twitter rappers dm me their trash links <url>
3589,2,rt <username> flappy bird make me just smash my phone into my face
3590,2,why are people saying dont let guys treat you like a yellow starburst thats my favorite
3591,2,rt <username> thats what sports are about forget the arrogance & amp trash talking its about making people feel like they are a part & 8230
3592,1,<username> people always asking me what im mixed with she a bad asian bitch lol
3593,1,feel like i aint did this in a while let me warm up eat that pussy for a half an hour got her goin nuts
3594,1,<username> <username> thats where i get my yellow flags for being amazing & 128079 & 128524 hell yeah niggy
3595,1,rt <username> fat hoes belly shirts die now
3596,1,happy halloween bitches <url>
3597,1,bitch im eating you are so blocked rt <username> stop white people 2014 <url>
3598,2,<username> ho no without ur vote we lost the election ak49 is taking oath as pm today
3599,2,iubb 1 suiting up again tonight indiana iu ncaa hoosierdaddy hoosiernation hoosiers
3600,0,i hate the white trash cops who raped and murdered my infant daughters and son
3601,0,not trying to follow any spooks no offense
3602,1,bitches bitches bitches
3603,2,rt <username> democrats to push income inequality as top issue of 2014 <url> charlie baker r veers further left all in w d & 8230
3604,1,<username> weve used the word cunt almost 3 times its beautiful
3605,2,people who slam on the brakes at yellow lights should not be allowed to drive
3606,1,<username> where have you been hoe
3607,2,rt <username> before i betray them i slit my wrist <url>
3608,0,<username> <username> come wage with us fag
3609,0,johnny rebel quit your bitchin nigger <url>
3610,0,& 8220 <username> i love the song john doe dope & 8221 <username> <username> faggots
3611,0,rt <username> nigga wanna bitch about a party yall know my address knock at my door
3612,2,rt <username> reports say female victim was shot while waiting for an oreo mcflurry
3613,0,rt <username> fuck you say bitch i will kill you <url>
3614,0,i hate when black people try and be white so bad your a nigger
3615,1,rt <username> cheers to you you stupid bitch <url>
3616,2,rt <username> sir <username> career tho apka waise bhi khatam ho chukka you have become new amar singh so try for publicity kejr & 8230
