id,label,tweet
1766,2,<username> we in this bitch finna get crunk eyebrows on double papp & 128165 & 128165
1767,0,michael sam being cut further proves that we fags dont belong in football or nfl it is a heterosexual sport for heterosexuals
1768,2,out of day care im taking a kitty nap on you hosers
1769,2,can my cat not kill birds and make a huge mes of feathers
1770,2,<username> the only thing better than a bargain is a yankee bargain
1771,0,rt <username> too many faggots on here that think they can address me by my first name
1772,2,<username> i realized its the one on links awakening too so you killed two birds with one stone unless youre getting the wind fish too
1773,2,wow redskins dont want this
1774,2,stopwhitepeople rt <username> 9 cases of west nile virus infections reported in orange county this year 105 dead birds found carrying virus
1775,2,rt <username> you can mock michelle obamas turnipforwhat video but the turnip is now third in line of succession for president https & 8230
1776,0,rt <username> do you ever just see someones account and think wow what a faggot but at the same time you cant unfollow bc u cant m & 8230
1777,2,& 8220 <username> here & 8217s to all the kids who have never found their name on anything in a souvenir store & 8221 thanks mom for the ghetto name
1778,0,rt <username> i hate when faggots talk shit on here then block me so i cant respond bitch i will write you a letter with my response an & 8230
1779,1,<username> you may not like my stance on cops but i didnt and would not call you a cunt please stop copying me on these tweets
1780,2,these are insane and cigars trash foam done bumped his head rt <username> these are insane like so insane <url>
1781,2,them jants be clutch for bedtime tho & 128514 & 128557
1782,2,eharmony just informed me that my soulmate is an 02 sea doo with a trash bag of whataburger taquitos bungeed on top thx dr neil warren
1783,0,rt <username> the way this niggah just flinched at this movie was priceless <username>
1784,0,<username> dont my nigga me honkie
1785,1,now a neighborhood nigga like me aint supposed to get no pussy like this
1786,2,i was such a teachers pet in elementary school like i brought them cookies and brownies and gave them hugs im ashamed
1787,2,rt <username> actor charlie sheen once bought 2600 seats at an angels baseball game in hopes of catching a home run ball
1788,1,rt <username> fuck joo musts broke this niggas heart stealin his bitch if he that hurt with her & 128514 & 128514 & 128079
1789,0,same reason u look like anthony davis with them eyebrows <username> why the fuck do niggers act so different when girls are arounds
1790,0,chicks love these ugly hipster faggots prolly cause they look like the dad that was never in their life
1791,0,<username> youre a fucking nigger
1792,0,vanessa is such a fuckin faggot
1793,2,<username> cuz the whole team trash
1794,2,rt <username> new sign up at mong kok protest site says fight for democracy and oppose the communists to have a future <url>
1795,1,twitter has taught me that there are so many bitch made niggas in the world dont be fooled
1796,0,rt <username> you know shes a dyke when she asks for mens golf clubs
1797,0,<username> <username> purple & amp pinkfor the faggots who want to be protectedby the police instead of bearing arms if need be
1798,2,<username> <username> yea ho
1799,1,david is bitch made heismybitch
1800,0,i cant fuck a scary hoe
1801,1,rt <username> if i did smoke i would not be smokin hoes out less they gettin fucked on
1802,1,drake vs tyga beef yung berg lil fizz chris brown bitch rants on twitter ilovemakonnen getting drug off stage light skins taking ls
1803,1,& 8220 <username> <username> who the old bitch & 8221 hoe
1804,1,rt <username> these 5th grade hoes aint loyal <url>
1805,2,rt <username> 2 on the field 1 in our hearts what if <username> star derek jeter starred in back to school <url> yank & 8230
1806,0,rt <username> proof that thots are retarded <url>
1807,2,i dont know whats more stressful midterms or flappy birds
1808,2,<username> as in throw birds with long pointy beaks at you
1809,2,ask the governor how we are supposed to pay for this typical teabagger mentality government is evil until we need them lol morningjoe
1810,2,i want oreos who can help me
1811,2,rt <username> <username> <username> <username> <username> <username> but then theres the yellow writing on the black jerse
1812,0,every gook in losangeles should be deported or killed
1813,0,slow replies make me feel like a retard and i just want to put my foot through a wall hjhdyhdhlgjdftilh
1814,0,people who grow their own vegetables are nothing but common peasant trash
1815,2,do you really believe people evolved from apes & 8212 not really im quiet convinced with the evolution of man but <url>
1816,2,<username> obispo ho well do it big
1817,0,rt <username> if you snipe youre a fucking faggot i fucking hope all of you snipers get fucking raped and suffer from cancer
1818,0,<username> you dont know what your talking about retarded faggot
1819,0,<username> did i mention you are an ugly cunt go back to iran
1820,2,rt <username> rt if youre on the slope to 30 and still feel 17
1821,0,2 beer queer
1822,1,im retarded for real im sitting here getting mad thinking my daughter ignoring me then i remember she aint here
1823,2,i show do like the jeffersons dat george make me wanna open up a dry cleaning stow and call all da white folk honkey
1824,2,appropriately this guy wears the wv yellow rick james on his face <username> <url>
1825,0,<username> <username> faggots
1826,1,niggahs stay thinkin i want they girl & 1041204 & 1041204 & 1041204 & 1041204 & 9995 not nevvvvva niggah
1827,1,ok sucking dick isnt supposed to be done in a cute manor at all just like eating pussy youre not supposed to be scared of it
1828,2,rt <username> rt <username> most trash halloween candy of all time dont debate me on this <url>
1829,1,rt <username> the way tricksnipers act is just ugh 89 % of them are chief keef soulja boy niggers absolute sewage waste
1830,0,<username> <username> <username> will convince u that is a lame you a nigger liver believes it cuz you a nigger whore
1831,1,karmas a bitch huh
1832,0,<username> ur brother looks so queer and ugly
1833,2,meatloaf cream potatoes deer steak and gravy pinto beans and cornbread pear cobbler n bread pudding @ fhc
1834,0,celtic means white trash if someone says theyre celtic it means theyre white trash
1835,1,yo fuck the pats they are still bitches
1836,2,yankees if royals have a fire sale i want the whole team leave gardner and tanaka the rest can please go along with joe and cash
1837,2,hello american people my name is eric cantor and i am a lying piece of bird poo <url>
1838,0,trayvonmartin referred to zimmerman as a creepy ass cracker racist thug
1839,0,i aint been to the fair since i was like 8 and i havent wanted to go since then either for some reason too many niggers for me
1840,2,i dont understand rich people who dress like trash
1841,2,rt <username> austin is so cute like look at him all excited because he got oreos <url>
1842,2,<username> <username> them hoes are clean
1843,1,<username> text me u nigglet
1844,2,<username> i also recommend 6pack of shiner bock and 12 hours of brisket duty at the pit feeding oak coals & 128521
1845,0,<username> you did a good job doing that to me and not texting back faggot
1846,0,know why the ultimate warrior died god loves fag toosoon he was an antigay crusader so a little light jokes are necessary
1847,1,<username> in your dreams little leprechaun hemroid
1848,1,rt <username> i love bad bitches thats my fuckin problem & 128527
1849,2,cousin why is there a bird on your screen me its twitter cousin i poke you me thats facebook
1850,1,yo <username> i miss you ya cunt
1851,0,<username> nigga whos bitch u fucking cracker get your gay ass out my mentions
1852,0,<username> <username> <username> so why the fuck are still talking shit you acting like a pussy ass nigga
1853,0,rt <username> automatically suspicious of white folk who try too hard to show they like us darkies
1854,2,jihadi john beheader of journalist foley and sotloff was arab charity collector <url> via <username>
1855,2,come on man rt <username> oreo needs to chill & 128686rt <username> you know about these <username> good or nah <url>
1856,2,wh obama won & 8217t name holder & 8217s replacement until you rubes have already cast your midterm ballots hot air <url>
1857,2,rt <username> once i get a cold beer in my hand there aint no mistakin who i am i cant hide my redneck side
1858,0,<username> <username> <username> <username> <username> oh shut up faggot get a disease overused on twitter
1859,1,i know my shoes dirty as fuck whatever bitch you dont have to call like negro one of the first things they look at is shoes dog
1860,1,<username> <username> nun of ya bidness bitch
1861,1,rt <username> got 99 cookies because a bitch ate one
1862,1,they fail to realize ion want friends bitches switch up quiccer than i change the channel & 128175
1863,1,rt <username> <username> autocorrect its a bitch
1864,0,rt <username> neveraskablackperson if her hair is hers she will hit you with a bitch i bought it so its mine
1865,1,bitch u kno my game tight
1866,2,<username> 10 birds your grandkids may never see thanks to climate change <url> <url> climate
1867,0,<username> roid rage much faggot
1868,2,mam ren & 233e doet in haar rol net of ze ongesteld is wat is ongesteld van dat soort vragen waar je denkt hoe leg ik die weer uit
1869,0,not trying to follow any spooks no offense
1870,0,the receptionist im always forced to talk to is such a racist cunt i called her for an error and she said shell call me 40 mins nothing
1871,1,busted my lip playing ball so now i cant enjoy pussy and this delicious mango
1872,1,<username> the bitch ass nigga i just called a bitch
1873,1,<username> he a real nigga tho that bitch know her place
1874,2,<username> hes behind the plate for the game tonight here in az im looking to buy a red & ampyellow balkamania shirt i can tear off there
1875,2,indiana lost to bowling green big ten continues to be trash
1876,2,rt <username> did <username> seriously steal my halloween oreos & 128530
1877,2,rt <username> week from thursday might be the last yankees game to look forward to in a while if nothing else jeter deserves that night & 8230
1878,0,<username> how about you wash my butthole out with your tongue you little faggot
1879,2,rt <username> seriously florida a vote for charlie christ is a vote for taxes and ebola
1880,0,rt <username> nigger
1881,0,rt <username> rudy gay a faggot for not changing his last name once he got money
1882,1,rt <username> how to deal with cyber bulling 1log out 2go outside 3thats itstop being a pussy
1883,1,i wouldnt be acting like a crazy bitch if you just told me what the hell goes on in your head
1884,1,rt <username> im hooked on money the pussy and weed is just a bonus
1885,2,knock em down wit sum chunky & 128548 & 128299
1886,0,rt <username> apartheid & 8220 <username> pedestrian check = show me your freedom papers you darkies & 8221
1887,2,rt <username> & 8220 <username> kanye west is a costume not a mock of a race & 8221 girl i hate to do this but kanye is a human not a costume but & 8230
1888,1,rt <username> jesus turns water into wine instagram turns busted bitches into dimes
1889,1,rt <username> & 8220 <username> these hoes aint loyal & 128557 <url>
1890,2,they got david taking out the trash & 128514 & 128514 & 128514 & 128514
1891,2,rt <username> dear dessert heaven fangs so much for these oreo spooky ball vampires oreocookieballs <url> <url>
1892,0,rt <username> this girl comes into class with fried chicken and pulls hot sauce out of her purse i mean come on how ghetto & amp stereotypi & 8230
1893,1,<username> & 128514 yea ion do brussel sprouts i barely do cordon bleu but i wanted to try something dif i get tired of nigger foods
1894,1,rt <username> my tuesday bitch man i aint even hit it yet just finger pop her pussy just to sit and get the kitty wet
1895,2,rt <username> it is shakespeares birthday take a look at some shakespearean trash talk <url>
1896,2,<username> <username> yellow bone be oh so easy wit da name callin b
1897,0,<username> aww y u so mad tho a successful man lmfao hut hugging as faggot
1898,1,<username> lol dude i wish they hadnt i got a dd214 that would make a pussy like you cry for the enemy
1899,2,new show announced in lutsen mn at papa charlies on december 11 2010 <url>
1900,2,<username> funny i thought <username> tbt 90s photo this week would have you hanging me over a trash can by my ankles
1901,0,these niggas retarded lmfaoo
1902,0,rt <username> 4 only pussy niggas who suck dick cry about someone being in their mentions tweet the person then cry again about the & 8230
1903,1,rt <username> bruh this bitch is possessed by the thot demon <url>
1904,1,this weekends going to be fabulous naa man youre seeing nae cunt if you do theyll be koed in 2 seconds flat hate u fuckgm
1905,0,<username> <username> <username> <username> thats true idk why your even in this convo you dumb nigger attention whore
1906,1,rt <username> migosconcert was turnt af last night but <username> shut that bitch down wit hotnigga frfr
1907,2,<username> good job tonight you need to eat some crackers soyoull stop throwing up
1908,2,rt <username> im so sick head colds suuuck and on top of that <username> had to challange me to a beer chug & 128567 & 128567
1909,2,rt <username> that the yankees have won four straight shane greene starts and 7 of 9 speaks to his stability in a season of starters emergen & 8230
1910,1,chop the top on the porsche thats a headless horse extendo long as an extension cord bitch i ball like jordan and i play full court
1911,0,i prefer jameis winston to not speak on tv at all damn coon
1912,2,im a sucker for colored eyes & 128532 & 128532
1913,0,<username> we are being overrun by mongrels because zog or the jews that run our countries want the white man to perish
1914,2,<username> yankees like florida state not floridians
1915,1,rt <username> i sell dope i fuck hoes and make songs bout the shit i rob niggas for they work and dont feel wrong bout the shit
1916,1,rt <username> how you invite me over to fuck but i can smell yo pussy from across the room man aint that dinner she cook then bou & 8230
1917,0,<username> <username> fucking gay faggot look at that gay ass pink shirt haha
1918,2,<username> & 9757 & 65039no ghetto names & 128581
1919,1,<username> yeahi try not to follow them zulu looking bitches muslims flat out no way i use my sheets on my bed not my head
1920,1,i hate when bitches think you expect something in return for buying them a cheap ass gift or food this is my life let me live
1921,1,rt <username> weed louder than a darkskin bitch in the club
1922,1,rt <username> bruh chichi go months to years without seeing me and she still the bae you basic ass bitches cant go 2 missed calls with & 8230
1923,1,i swear i got that shit that make the bitches go insane
1924,2,<username> soo what you putting on those crackers gregg
1925,0,fucking hate my coon ahh uncle
1926,0,rt <username> & 8220 <username> some of yall hoes so worried about yall eyebrows yall forgot yall had a mustache & 128514 & 128557 & 128557 & 8221 lmao
1927,0,my best friend loves justin beiber what a fag & 128557 & 128514 & 128557 <username>
1928,2,<username> the jets are trash my bad i see what you meant & 128514
1929,1,<username> all i did was bitch about jessie still love you anyway
1930,2,rt <username> a girl tweeted you might be ghetto if u bring food from outside into the movies no u might be stupid if u pay 499 for a b & 8230
1931,1,i love a bitch with racks of her own
1932,0,i like taking niggas hoes but i stop doing that & 9995
1933,2,you know you are in the ghetto when you see streets named martin luther king jr & amp littlejohn halp
1934,2,philosophy existentialism and depth and not trash pop mtvhottestlanadelrey
1935,0,that dumb black bitch that was getting the cards for the picture made me so fucking mad she ruined my day & 128545 & 128545 & 128074 & 128298 & 128163
1936,0,rt <username> <username> i woke up with a sore throat im cold niggers will be niggers so terrible
1937,1,<username> be sure to follow it up with a fabulous bitch face
1938,1,<username> pussy
1939,2,rt <username> yesterday the caged bird sang the blues rip mayaangelou
1940,1,<username> cuz ur a bird bitch
1941,0,<username> stop oppressing me have you heard of free speech stop shoving your lifestyle down my throat 1st amendment tcot teabaggers
1942,1,<username> lads being lads <url> fuck yeah i love scally lad action hot trainers too
1943,2,<username> gator bait & 128010 & 128548
1944,0,rt <username> aight game over dykes had to ruin it <url>
1945,0,iont see how some of you niggas fags
1946,1,maybe if you werent such a conceited bitch more people would like you
1947,2,a yellow jacket landed on my mouth and stung me while i was cutting grasssafe to say he won & 128029 <url>
1948,2,can we bomb the selfiemonkey out of my timeline
1949,2,bet charlie strong has contacted ridley
1950,0,<username> your gay stfu dumb monkey
1951,0,i missing something of my ofay friends day all scared by da recent happenings dont chu worryol lamar say you like da colored folk
1952,2,dress shirt saggy jeans backwards yankee hat now thats lifting swag
1953,0,pure trash <url>
1954,2,rt <username> charlie rangel rewrites history on gop & 8220they think they won the civil war & 8221 <url>
1955,0,damn you whitey youll get a kick out of the newest form of white privilege <url>
1956,1,rt <username> niggas talk more than bitches these days let that sink in
1957,1,& 8220 <username> when she ask how imma eat her pussy <url>
1958,2,& 128514 & 128514 mike calls me tbird <username>
1959,2,rt <username> m & amps bids for most social christmas yet with & 8216follow the fairies & 8217 campaign <url> cle marketing
1960,0,good morning coons
1961,2,rt <username> psychological warfare for dhimmis defeating islam <url> joining forces to take out worlds trash h & 8230
1962,1,i would never fight a nigga for vaginathats what hoes do lmao
1963,1,so are the olympics over in brazil yet or what i mean yay sports what stop looking at me like & 8220what are you queer & 8221 goredskins
1964,1,<username> just more teabagger babel these are the same fucks that masturbated to <username> they just hate it when gays r successful
1965,0,<username> <username> this is twitter not only are you a fag but youre also retarded
1966,0,<username> whatever hoe bitch 1 them fags beat yall sad asses too
1967,1,<username> 17 missed calls & 128544 & 128545das yo po bitch twitter finna be screamn freemoneymelle
1968,0,<username> <username> faggot
1969,1,rt <username> <username> <username> its knives bitch
1970,0,slightlyadjusted rt <username> alls niggers wanna do is fuck tweet and drink pineapple soda all day
1971,2,rt <username> 52 % of the worlds mammals birds reptiles amphibians & amp fish vanished between 1970 & amp 2010 <url> <url>
1972,0,<username> you retarded bruh lol
1973,2,everyone is talking about lebron james or the voice and im just here eating cream filling out of oreos
1974,0,al noooo too late fuckin faggot lmao
1975,1,dat bitch a thot
1976,1,without the hoes it was gonna be hard for us to pick out good women so hoes you doing a good job keep on hoeing
1977,1,rt <username> if you hate me i dont care new flash bitch i dont live to please you aha
1978,2,is it ghetto to grease yo scalp at work
1979,0,gay ass nigga & 128514 & 128514 bitch you thought you thought
1980,0,geez i think northkorea may be right barackobama is a monkey surely acts like one <url>
1981,0,<username> true sand niggers & amp bum brits claim hes a atg hall of fame legend smh
1982,2,inspiring a huge crowd of tourists to sit and watch the wild meadow rats over here by the trash cans cameras are out there is gasping
1983,2,mint oreos & gt & gt & gt
1984,2,she sounded like a bird crowing
1985,0,rt <username> lowkey called that faggot a faggot
1986,2,happy birthday to my pops old negro spiritual is 64 today lol
1987,0,<username> <username> <username> all u can pull is the fucking retard
1988,2,& 8220 <username> yankees will never have someone wear a single digit uniform again after this season & 8221 wow shows that is an epic organization
1989,2,jihadis are running a claim that the king of saudi arabia died two days ago must be the bombs falling on em that r making em hallucinate
1990,0,people who play roleplayinggames are human filth and dont deserve the same respect youd give a mosquito theyre soulless gutter trash
1991,1,i think youre in a bad mood from munching on hairy pussy
1992,1,rt <username> sooner or later ya pussy gon tell me the truth lets hope its not while im in it cause ima kill u
1993,2,rt <username> <username> i just found an oreo in my pocket is it yours thanks for looking after it xx
1994,2,cleveland is the best team for manziel honestly the oc can use the offense he had with the redskins & amp the browns d is nice wit a def hc
1995,0,im going to sell my iphone and both my macs i dont support faggots
1996,2,rt <username> & 8220 <username> guys with colored eyes & 128525 & 8221 <url>
1997,2,rt <username> i hope i made these pot brownies right <url>
1998,1,& 8220 <username> been watching madea plays every night & 128514 & 8221singing ass bitches
1999,2,rt <username> humans are genetically closer to chimps than chimps are to gorillas but we are all apes have a great day you clever twe & 8230
2000,1,montana wisconsin maine new hampshire north and south dakota wyoming all places you can move an exhoe to and be happy
2001,1,rt <username> <username> yesss its that one ooze this nigguh & 128514 & 128514 <url>
2002,2,to the senior class there will be oreo funfetti bars in the den this morning & 128538
2003,1,rt <username> i want some popcorn hoes bol
2004,2,<username> did you make an animal cracker taco
2005,1,i lost something more important than myself last year so excuse me for being a little selfish bitch & 9996 & 65039 & 128530
2006,0,<username> <username> yes im white washed because i dont go around repping my hood and saying a bunch of ignorant nig terms
2007,0,<username> faggots old people people who cant drive drunk people
2008,2,they have a clumsy bird too lol what is life
2009,0,i be waking up on some new shit like fuck that bitch shit
2010,0,<username> at least im not a nigger <url> lmfao
2011,1,making sweet love to my hand cause i cant buy a hoe tonight
2012,2,rt <username> they might be called 5 seconds of summer but their songs are 3 minutes of trash
2013,2,laat zihni ozdil met rust jullie gemene trollen hoe durven jullie zijn mening in twijfel te nemen zijn zegje is wet enkuchkuch water
2014,1,only keep real bitches in attendance & 128109 & 128129
2015,2,& 128553 monkey mad
2016,0,<username> <username> <username> <username> eye witness joel is a faggot
2017,2,rt <username> so cute rt <username> shy bunny <url>
2018,2,<username> interested just wanted to see a better pic of the soles
2019,2,<username> whats with that comeatmebro bird stressful
2020,0,<username> okay lets fight you ginger faggot
2021,1,yo bitch she boof she got that throwbac pussy
2022,1,the opening to donatella inspires me to wake up and be the baddest bitch i know i can be every day thank you <username>
2023,0,naw rt <username> am i the only one mad that espn gonna be talking about faggot ass penn state all week
2024,1,<username> already kno nicca
2025,0,<username> <username> <username> your low info redneck dumbasses vote for these corporate shills that idiots like you believe dummies
2026,2,she unfollowed me after i said i cried watching dawn of the apes lmaooooooo
2027,1,hollywood if you really want to break my heart make a movie about a handsome retarded man who is good at flash and has a mean girlfriend
2028,2,i just put down a pan of brownies
2029,2,nicholas rushlow wearing lucky yellow shirt nails theophylline bitter crystalline compound extracted from tea leaves spellingbee
2030,0,<username> that was back when nigger music was decent
2031,0,<username> <username> <username> yea u stupid faggot im not leaving till like 56pm want a ride
2032,1,rt <username> i just wanna be skinny & amp fit sike thick bitches got it going on ass 2fat thundathighs jellyrolls imstillsexy
2033,0,<username> with pills that nig will last 4 years like magic j that nig should hav died years ago yall the first team to draft gay
2034,0,<username> you had to throw in the faggot word smh smh smh
2035,2,rt <username> the racists are <username> and its crew of anchors not right wing folks <username> mocks mixed gop kids <url>
2036,2,<username> <username> i wonder if the progs didnt relegate young black men to the ghettos to keep them away from harry reids friends
2037,2,i almost stepped on a bird running around the floor ah they are so creepy
2038,1,rt <username> idc about yall bitches yo
2039,0,dtla is trash because of noneuropeans are allowed to live there
2040,2,rt <username> happy birthday cotton picker lol <username>
2041,0,rt <username> vin scully once called me a camel jockey liesaboutvinscully
2042,2,frozen peas and ibuprofen my new best friends cripple
2043,2,rt <username> as a kid i listened to nas he showed me a new perspective coming from the ghetto like me same with pimp c & 128081 & 128081 & 128081
2044,1,<username> <username> ali is a hoe for that
2045,0,i hate fat bitches
2046,1,rt <username> & 8220 <username> bring winter back this 70 degrees at 7 am shit is for the birds & 8221get the fukkk outta here bro
2047,1,i love bad bitches thats my fucking problem
2048,2,sitting alone watching white chicks no pants fuzzy blankets tea turn up
2049,2,sundays are the day to chug through while everyone else around you is obsessing with what their fave football team does and fantasy league
2050,1,i knew a new orleans nig would say something crazy lol
2051,2,rt <username> democrats to push income inequality as top issue of 2014 <url> charlie baker r veers further left all in w d & 8230
2052,0,faggot ass bitch nigga
2053,0,<username> lmfao go to bed whitey & 128129
2054,1,<username> <username> bet not be no bitches & 128514 & 128080 & 128299 & 128299 & 128298 & 128514 & 128514 kim bye
2055,0,already more yellows than the last 2 years combined indycar honda 200
2056,0,pennsylvania is white trash and is so are all pennsylvanians
2057,0,<username> ugly emo trash go cut
2058,0,none of us went to these prestigious establishments so were clearly not as superior as these fucking retards
2059,0,<username> julie tell them crybaby blacks to get someone blk and dress them up white facedniggers always whining
2060,0,rt <username> u hoes going to church this morning like yall wasnt busting it wide open for niggas about 4 hours ago
2061,1,<username> meet up then and stop hitching out and back your words up pussy
2062,0,if a spic ever talks to a white person and the white person kills them its self defense
2063,0,<username> <username> alsarabsss hes a beaner smh you can tell hes a mexican
2064,1,rt <username> follow this fag <username> its his birthday today
2065,0,god i would sell both my nuts to watch lebron tear his acl right now and watch all those pussies kill themselves
2066,2,if train officers that are wearing body armor stand back to watch the smoke clear why does every gun ho wanna be <url>
2067,0,<username> faggot
2068,1,rt <username> & 8220 <username> funniest one lmfaoooo <url> swag bitch
2069,1,<username> ultraviolence video its coming you little bitch mtvhottest lana del rey <url> bitchy promo
2070,1,rt <username> i hate when bitches get a man and start tweeting shit like lol let me stop tweeting like this before he kills me & 128553 & 128553 & 128525
2071,2,<username> yay im a whitey 3
2072,0,<username> <username> <username> <username> mean bro fucking faggot
2073,2,rt <username> on set of bluebloods hoping there are no birds perched above me <url>
2074,2,cheers young lady rt <username> <username> foreverrrr younnnnng grabs flask and chugs
2075,2,<username> <username> tx trash you know trouble w aca is in gop gov states but like <username> <username> you report lies anyway
2076,1,<username> bitch you look like one of the characters off of sesame street which yo ugly ass
2077,1,my moms younger brothers gonna come disrespect my mom & amp call her a bitch & amp my cousins gonna tell my mom to stfu wth
2078,1,rt <username> i come off like a total bitch but if i like you i will literally do anything for you
2079,1,when it start raining bitches always wana get fucked bitch take a nap
2080,2,lmao the shovel video is pretty awesome she went down like a ton of bricks lol gotta love honky riff raff savages that is all
2081,2,can we revisit <username> s idea of two teams of <username> playing against each other i would like to see a game every now & amp then
2082,0,<username> hell naw he aint he the star of that team lol but im sure that white honkey called him a nigga
2083,0,<username> <username> youre reading you coon
2084,0,<username> <username> now we have a ebloa case in texas if we kill all the niggers we might be safe
2085,0,rt <username> you can no longer run a business n america unless its deemed acceptable by 1 political group of retards known as democr & 8230
2086,1,bruhhhh hoes ass laws had to fuck up the fun & 128532 & 128532
2087,2,this target is ghetto but whatever
2088,1,<username> yall aint gots no colored folk on da show i tinks dats be racist and shit thetoddshow
2089,2,rt <username> <username> that monkey is from hell
2090,0,shoot that nigga an his shorty bitch
2091,1,i cant stand a snobby stuck up bitch
2092,0,<username> faggot
2093,1,wow thats a stupid bitch & 128514 & 128514
2094,2,<username> ho ho ho
2095,0,<username> to was a faggot crybaby
2096,1,took 1 of molly gonna die pussy ass bitch
2097,0,kick dem fucc niccas out da spot
2098,1,rt <username> this nigga tried to hate on me to a bitch and she told this cornball im that nigga <url>
2099,2,rt <username> charlie rangel & 180the things we believe in are spiritual damn things & 180 <url>
2100,0,<username> gayer then 2 faggots in bed together & 128129
2101,2,obama & 8217s newly released gitmo jihadi has links to terrorists in syria <url> tcot pjnet
2102,1,& 8220 <username> this bitch comes right in & amp gets tooo comfortable <url> i never saw this yo my gut all out i hate u & 128514 & 128514
2103,2,rt <username> saw a man in a yellow hat at the grand canyon today he was hanging out next to a curious gorge
2104,0,of course my faith for baseball is off this year because of barrybonds you goddamn retards morons
2105,0,i wonder if that latino strategy is working <username> goper doubles down on wetbacks but backpedals on shoot on sight <url>
2106,2,<username> no i do not wish to spend $ 40 to go to a filthy theatre and watch a fuzzy screen with bad sound annabelle
2107,2,i meanif you blow a foul there it has to be a yellow in that situation no
2108,1,its gorg out rt @ <username> this bitch thinks its june or something <username> <url>
2109,0,& 193lbum de fotos gaywrites in the making a project by and for queer students at harvard highlights the <url>
2110,1,<username> im in this bitch on some insomnia shit been in bed since midnight
2111,1,<username> room temp cus i have sensitive bitch teeth _
2112,0,<username> die in a car accident then faggot
2113,0,<username> lmaoo what a fag
2114,0,<username> <username> glad about your uncle another stupid faggot off the world hopefully you next
2115,1,<username> i got your moms ass on my breath pussy
2116,2,<username> have heard hillbilly grousings that bugs much worse in the kv since mic shut down
2117,1,shoot that nigga & amp his shorty bitch & 128143 & 128299
2118,0,<username> you are a pussy without your guns bitch as spic your daddy doesnt even respect the sperm he drop in your moms stank pussy
2119,0,rt <username> fucking chinks in clash of clans always fuck me up bitch ass kamikaze faggots
2120,0,guy complains to me gays are oversensitive my response and look at you complaining like little pussy waahh waahh hypocrite
2121,0,next time u gone call a darky a niccacall dat coon a jungle bunnyboondocks ps i <url>
2122,1,aint no bitch got shit on me
2123,1,& 8220 <username> bro like i really enjoy like eating pussy from the back it makes it more nasty i like nasty haha & 128520 & 8221you like eating ass 2
2124,1,all of my bitches know they temporary
2125,2,<username> lol find a redneck from oakleaf to take you
2126,2,& 8220 <username> & 8220 <username> singlebecause ill find a cute hoosier to date next year & 128527 & 8221 <username> & 8221 <username>
2127,1,bartending becomes a real bitch when you the bartender are way way taller than the bar was designed for holy back pains
2128,0,rt <username> & 8220 <username> if you aint bout that murder game pussy nigga shut up & 8221252 gang & 128514 & 128514 & 128514 & 128514 & 128514
2129,2,rt <username> oreo cake <url>
2130,2,& 8220 <username> how i feel when im throwing trash away <url> everyday in school
2131,2,rt <username> <username> <username> <username> trash
2132,1,gettin drop top dat hoe
2133,1,tony parker is making norris cole his bitch with the one on one or just takin him off the dribble an breaking some damn ankles gospursgo
2134,0,the south is full of white trash the midwest is full of white trash the west coast if full of white trash
2135,2,bigots demand recount in idaho gay rights ordinance referendum <url> tcot teaparty teabaggers lgbt
2136,0,rt <username> most of these niggas go broke for these hoes
2137,1,called eddie a hoe by mistake doe lol
2138,2,another season of retweeting every one of <username> s yankee tweets & 128514 & 128514 & 128514 & 128514
2139,1,aint it a bitch when one of the people you get so excited hearing from sends the shortest most closedended thing ever ugh let down
2140,1,rt <username> one mans trash is another mans wife fact
2141,2,rt <username> me too & 8220 <username> defiantly going to see that new planet of the apes tonight & 8221
2142,1,& 8220 <username> <username> ohhhhh yes bitch yesss & 8221u ready t & 128527 & 128520
2143,2,rt <username> yankees didnt want russell martin so he signed with the pirates 2 years ago pirates have made backtoback postseasons & 8230
2144,1,rt <username> ungrateful bitches <url>
2145,2,rt <username> oreo donut <url>
2146,0,this rain got yall women talking out your ass a nigga should spend 80 % of his income on a bitch & 128514 & 128514 bruh get these hoes the fuck outta here
2147,0,<username> thanks for ignoring my texts fag
2148,2,rt <username> & 8220thats a very nice jig kearney now isnt dancing much more fun than bullying <url>
2149,1,team john in this bitch & 128588 & 128588
2150,0,that shade of faggot clashes with your eye color
2151,0,<username> 1 hes a faggot and i dont like him 2 im on the other side of the state
2152,2,rt <username> im finally ready to mass market my skidmarkresistant tighty whities but apparently uncrustables is already taken fu & 8230
2153,1,rt <username> when a hoe gets too friendly with bae & 128545 & 128548 & 128127 & 128298 <url>
2154,1,lmao twitter little bitch ass site i need to start using this hoe more
2155,2,arent these little border jumpers supposed to be in school
2156,2,two roads diverged in a yellow wood and i chose the one to j & 246tunheimr robert frost giant
2157,0,<username> you look like a welfare bitch compared to latinas i date and fuck you need fashion and makeup tips tbh
2158,1,lmao & 128681on the play rt <username> getting pussy is so easy when they believe youre omar eppss brother or the steelers head coachs son
2159,0,<username> <username> <username> you little fag at least i will fuck a woman to have kids plus work to support them hipster homo
2160,2,noap not taking them rt <username> maca root pills making my vagina do the wop
2161,0,rt <username> <username> californias biggest retards dont forget about holy who just released an amazing ep
2162,2,early bird get the worm
2163,0,rt <username> light beer you mean faggot piss overly powered man
2164,2,homemade soup is very good with vegetables on the side with crackers <url>
